country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Indonesia,ID,IDN,360,Ever breastfed (0-23 months),2012,95.8,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Indonesia,ID,IDN,360,Ever breastfed (0-23 months),2017,95.6,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Indonesia,ID,IDN,360,Ever breastfed (0-23 months),1987,95.9,Male,Units,%,External Reanalysis,,Middle of fieldwork,Total
Indonesia,ID,IDN,360,Ever breastfed (0-23 months),1991,96.6,Male,Units,%,External Reanalysis,,Middle of fieldwork,Total
Indonesia,ID,IDN,360,Ever breastfed (0-23 months),1994,96.7,Male,Units,%,External Reanalysis,,Middle of fieldwork,Total
Indonesia,ID,IDN,360,Ever breastfed (0-23 months),1997,96.8,Male,Units,%,External Reanalysis,,Middle of fieldwork,Total
Indonesia,ID,IDN,360,Ever breastfed (0-23 months),2003,95.8,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Indonesia,ID,IDN,360,Ever breastfed (0-23 months),2007,94.5,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Indonesia,ID,IDN,360,Ever breastfed (0-23 months),2012,95.7,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Indonesia,ID,IDN,360,Ever breastfed (0-23 months),2017,94.3,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Indonesia,ID,IDN,360,Ever breastfed (0-23 months),1987,95.8,Total,Units,%,External Reanalysis,,Middle of fieldwork,Total
Indonesia,ID,IDN,360,Ever breastfed (0-23 months),1991,96.7,Total,Units,%,External Reanalysis,,Middle of fieldwork,Total
Indonesia,ID,IDN,360,Ever breastfed (0-23 months),1994,96.9,Total,Units,%,External Reanalysis,,Middle of fieldwork,Total
Indonesia,ID,IDN,360,Ever breastfed (0-23 months),1997,96.7,Total,Units,%,External Reanalysis,,Middle of fieldwork,Total
Indonesia,ID,IDN,360,Ever breastfed (0-23 months),2003,96.0,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Indonesia,ID,IDN,360,Ever breastfed (0-23 months),2007,94.7,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Indonesia,ID,IDN,360,Ever breastfed (0-23 months),2012,95.8,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Indonesia,ID,IDN,360,Ever breastfed (0-23 months),2017,94.9,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
"Iran, Islamic Republic of",IR,IRN,364,Ever breastfed (0-23 months),2010,97.4,Total,Units,%,Reported,,Middle of fieldwork,Total
Iraq,IQ,IRQ,368,Ever breastfed (0-23 months),2000,95.8,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Iraq,IQ,IRQ,368,Ever breastfed (0-23 months),2018,93.4,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Iraq,IQ,IRQ,368,Ever breastfed (0-23 months),2000,96.3,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Iraq,IQ,IRQ,368,Ever breastfed (0-23 months),2018,93.2,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Iraq,IQ,IRQ,368,Ever breastfed (0-23 months),2000,96.0,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Iraq,IQ,IRQ,368,Ever breastfed (0-23 months),2006,94.9,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Iraq,IQ,IRQ,368,Ever breastfed (0-23 months),2011,92.2,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Iraq,IQ,IRQ,368,Ever breastfed (0-23 months),2018,93.3,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Jamaica,JM,JAM,388,Ever breastfed (0-23 months),2005,95.5,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Jamaica,JM,JAM,388,Ever breastfed (0-23 months),2011,95.4,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),1990,96.4,Female,Units,%,External Reanalysis,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),1997,96.0,Female,Units,%,External Reanalysis,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2002,95.5,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2007,95.4,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2009,95.6,Female,Units,%,External Reanalysis,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2012,92.8,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2017,92.6,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2019,87.2,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2023,81.0,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),1990,94.3,Male,Units,%,External Reanalysis,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),1997,95.7,Male,Units,%,External Reanalysis,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2002,95.0,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2007,94.4,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2009,95.9,Male,Units,%,External Reanalysis,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2012,93.3,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2017,90.9,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2019,81.6,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2023,80.9,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),1990,95.3,Total,Units,%,External Reanalysis,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),1997,95.8,Total,Units,%,External Reanalysis,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2002,95.3,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2007,94.9,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2009,95.8,Total,Units,%,External Reanalysis,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2012,93.1,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2017,91.7,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2019,84.6,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Jordan,JO,JOR,400,Ever breastfed (0-23 months),2023,80.9,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Kazakhstan,KZ,KAZ,398,Ever breastfed (0-23 months),1995,97.7,Female,Units,%,External Reanalysis,,Middle of fieldwork,Total
Kazakhstan,KZ,KAZ,398,Ever breastfed (0-23 months),1999,97.6,Female,Units,%,External Reanalysis,,Middle of fieldwork,Total
Kazakhstan,KZ,KAZ,398,Ever breastfed (0-23 months),1995,96.1,Male,Units,%,External Reanalysis,,Middle of fieldwork,Total
Kazakhstan,KZ,KAZ,398,Ever breastfed (0-23 months),1999,95.1,Male,Units,%,External Reanalysis,,Middle of fieldwork,Total
Kazakhstan,KZ,KAZ,398,Ever breastfed (0-23 months),1995,97.0,Total,Units,%,External Reanalysis,,Middle of fieldwork,Total
Kazakhstan,KZ,KAZ,398,Ever breastfed (0-23 months),1999,96.4,Total,Units,%,External Reanalysis,,Middle of fieldwork,Total
Kazakhstan,KZ,KAZ,398,Ever breastfed (0-23 months),2006,96.8,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Kazakhstan,KZ,KAZ,398,Ever breastfed (0-23 months),2010,96.4,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Kazakhstan,KZ,KAZ,398,Ever breastfed (0-23 months),2015,97.1,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),1989,98.4,Female,Units,%,External Reanalysis,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),1993,97.6,Female,Units,%,External Reanalysis,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),1998,97.3,Female,Units,%,External Reanalysis,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),2003,98.2,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),2008,97.9,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),2014,98.5,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),2022,97.9,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),1989,97.2,Male,Units,%,External Reanalysis,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),1993,97.0,Male,Units,%,External Reanalysis,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),1998,98.2,Male,Units,%,External Reanalysis,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),2003,96.8,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),2008,96.6,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),2014,98.9,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),2022,98.2,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),1989,97.8,Total,Units,%,External Reanalysis,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),1993,97.3,Total,Units,%,External Reanalysis,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),1998,97.8,Total,Units,%,External Reanalysis,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),2003,97.5,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),2008,97.2,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),2014,98.7,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Kenya,KE,KEN,404,Ever breastfed (0-23 months),2022,98.1,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Kiribati,KI,KIR,296,Ever breastfed (0-23 months),2018,90.3,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Kiribati,KI,KIR,296,Ever breastfed (0-23 months),2018,92.5,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Kiribati,KI,KIR,296,Ever breastfed (0-23 months),2018,91.5,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Kyrgyzstan,KG,KGZ,417,Ever breastfed (0-23 months),1997,96.0,Female,Units,%,External Reanalysis,,Middle of fieldwork,Total
Kyrgyzstan,KG,KGZ,417,Ever breastfed (0-23 months),2012,99.2,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Kyrgyzstan,KG,KGZ,417,Ever breastfed (0-23 months),2018,98.8,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Kyrgyzstan,KG,KGZ,417,Ever breastfed (0-23 months),2021,96.0,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Kyrgyzstan,KG,KGZ,417,Ever breastfed (0-23 months),1997,96.3,Male,Units,%,External Reanalysis,,Middle of fieldwork,Total
Kyrgyzstan,KG,KGZ,417,Ever breastfed (0-23 months),2012,98.0,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Kyrgyzstan,KG,KGZ,417,Ever breastfed (0-23 months),2018,99.1,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Kyrgyzstan,KG,KGZ,417,Ever breastfed (0-23 months),2021,97.7,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Kyrgyzstan,KG,KGZ,417,Ever breastfed (0-23 months),1997,96.2,Total,Units,%,External Reanalysis,,Middle of fieldwork,Total
Kyrgyzstan,KG,KGZ,417,Ever breastfed (0-23 months),2006,96.2,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Kyrgyzstan,KG,KGZ,417,Ever breastfed (0-23 months),2012,98.5,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Kyrgyzstan,KG,KGZ,417,Ever breastfed (0-23 months),2014,97.6,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Kyrgyzstan,KG,KGZ,417,Ever breastfed (0-23 months),2018,99.0,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Kyrgyzstan,KG,KGZ,417,Ever breastfed (0-23 months),2021,96.9,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Lao People's Democratic Republic,LA,LAO,418,Ever breastfed (0-23 months),2000,96.5,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Lao People's Democratic Republic,LA,LAO,418,Ever breastfed (0-23 months),2017,97.0,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Lao People's Democratic Republic,LA,LAO,418,Ever breastfed (0-23 months),2000,96.3,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Lao People's Democratic Republic,LA,LAO,418,Ever breastfed (0-23 months),2017,97.0,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Lao People's Democratic Republic,LA,LAO,418,Ever breastfed (0-23 months),2000,96.4,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Lao People's Democratic Republic,LA,LAO,418,Ever breastfed (0-23 months),2006,97.0,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Lao People's Democratic Republic,LA,LAO,418,Ever breastfed (0-23 months),2011,95.6,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Lao People's Democratic Republic,LA,LAO,418,Ever breastfed (0-23 months),2017,97.0,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Lao People's Democratic Republic,LA,LAO,418,Ever breastfed (0-23 months),2023,97.1,Total,Units,%,Reported,,Middle of fieldwork,Total
Lebanon,LB,LBN,422,Ever breastfed (0-23 months),2021,84.9,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Lebanon,LB,LBN,422,Ever breastfed (0-23 months),2021,84.3,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Lebanon,LB,LBN,422,Ever breastfed (0-23 months),2004,89.0,Total,Units,%,Reported,,Middle of fieldwork,Total
Lebanon,LB,LBN,422,Ever breastfed (0-23 months),2021,84.6,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Lebanon,LB,LBN,422,Ever breastfed (0-23 months),2023,86.0,Total,Units,%,Reported,,Middle of fieldwork,Total
Lesotho,LS,LSO,426,Ever breastfed (0-23 months),2004,95.5,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Lesotho,LS,LSO,426,Ever breastfed (0-23 months),2009,92.6,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Lesotho,LS,LSO,426,Ever breastfed (0-23 months),2014,95.0,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Lesotho,LS,LSO,426,Ever breastfed (0-23 months),2018,97.1,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Lesotho,LS,LSO,426,Ever breastfed (0-23 months),2024,96.1,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Lesotho,LS,LSO,426,Ever breastfed (0-23 months),2004,95.1,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Lesotho,LS,LSO,426,Ever breastfed (0-23 months),2009,92.4,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Lesotho,LS,LSO,426,Ever breastfed (0-23 months),2014,95.9,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Lesotho,LS,LSO,426,Ever breastfed (0-23 months),2018,95.1,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Lesotho,LS,LSO,426,Ever breastfed (0-23 months),2024,93.6,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Lesotho,LS,LSO,426,Ever breastfed (0-23 months),2004,95.3,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Lesotho,LS,LSO,426,Ever breastfed (0-23 months),2009,92.5,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Lesotho,LS,LSO,426,Ever breastfed (0-23 months),2014,95.4,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Lesotho,LS,LSO,426,Ever breastfed (0-23 months),2018,96.1,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Lesotho,LS,LSO,426,Ever breastfed (0-23 months),2024,94.7,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Liberia,LR,LBR,430,Ever breastfed (0-23 months),2007,95.3,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Liberia,LR,LBR,430,Ever breastfed (0-23 months),2013,98.3,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Liberia,LR,LBR,430,Ever breastfed (0-23 months),2019,97.5,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Liberia,LR,LBR,430,Ever breastfed (0-23 months),2007,96.6,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Liberia,LR,LBR,430,Ever breastfed (0-23 months),2013,97.8,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Liberia,LR,LBR,430,Ever breastfed (0-23 months),2019,96.2,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Liberia,LR,LBR,430,Ever breastfed (0-23 months),2007,96.0,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Liberia,LR,LBR,430,Ever breastfed (0-23 months),2013,98.0,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Liberia,LR,LBR,430,Ever breastfed (0-23 months),2019,96.8,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Madagascar,MG,MDG,450,Ever breastfed (0-23 months),1992,98.0,Female,Units,%,External Reanalysis,,Middle of fieldwork,Total
Madagascar,MG,MDG,450,Ever breastfed (0-23 months),1997,98.2,Female,Units,%,External Reanalysis,,Middle of fieldwork,Total
Madagascar,MG,MDG,450,Ever breastfed (0-23 months),2004,99.2,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Madagascar,MG,MDG,450,Ever breastfed (0-23 months),2009,98.5,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Madagascar,MG,MDG,450,Ever breastfed (0-23 months),2018,98.0,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Madagascar,MG,MDG,450,Ever breastfed (0-23 months),2021,97.5,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Madagascar,MG,MDG,450,Ever breastfed (0-23 months),1992,98.1,Male,Units,%,External Reanalysis,,Middle of fieldwork,Total
Madagascar,MG,MDG,450,Ever breastfed (0-23 months),1997,98.0,Male,Units,%,External Reanalysis,,Middle of fieldwork,Total
Madagascar,MG,MDG,450,Ever breastfed (0-23 months),2004,98.4,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Madagascar,MG,MDG,450,Ever breastfed (0-23 months),2009,98.1,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Madagascar,MG,MDG,450,Ever breastfed (0-23 months),2018,98.3,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Madagascar,MG,MDG,450,Ever breastfed (0-23 months),2021,97.9,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Madagascar,MG,MDG,450,Ever breastfed (0-23 months),1992,98.1,Total,Units,%,External Reanalysis,,Middle of fieldwork,Total
Madagascar,MG,MDG,450,Ever breastfed (0-23 months),1997,98.1,Total,Units,%,External Reanalysis,,Middle of fieldwork,Total
Madagascar,MG,MDG,450,Ever breastfed (0-23 months),2004,98.8,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Madagascar,MG,MDG,450,Ever breastfed (0-23 months),2009,98.3,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Madagascar,MG,MDG,450,Ever breastfed (0-23 months),2012,99.0,Total,Units,%,Reported,,Middle of fieldwork,Total
Madagascar,MG,MDG,450,Ever breastfed (0-23 months),2018,98.1,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Madagascar,MG,MDG,450,Ever breastfed (0-23 months),2021,97.7,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),1992,97.8,Female,Units,%,External Reanalysis,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),2000,98.9,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),2004,98.9,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),2010,97.9,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),2015,97.9,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),2020,99.2,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),1992,97.4,Male,Units,%,External Reanalysis,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),2000,97.8,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),2004,98.4,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),2010,97.5,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),2015,97.6,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),2020,98.8,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),1992,97.6,Total,Units,%,External Reanalysis,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),2000,98.4,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),2004,98.7,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),2006,98.1,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),2010,97.7,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),2014,97.8,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),2015,97.7,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Malawi,MW,MWI,454,Ever breastfed (0-23 months),2020,99.0,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Maldives,MV,MDV,462,Ever breastfed (0-23 months),2009,97.3,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Maldives,MV,MDV,462,Ever breastfed (0-23 months),2017,98.3,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Maldives,MV,MDV,462,Ever breastfed (0-23 months),2009,97.5,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Maldives,MV,MDV,462,Ever breastfed (0-23 months),2017,96.5,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Maldives,MV,MDV,462,Ever breastfed (0-23 months),2009,97.4,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Maldives,MV,MDV,462,Ever breastfed (0-23 months),2017,97.4,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),1987,98.2,Female,Units,%,External Reanalysis,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),1996,97.9,Female,Units,%,External Reanalysis,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),2001,97.3,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),2006,97.6,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),2018,97.0,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),2019,99.1,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),2020,99.3,Female,Units,%,Reanalysed,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),1987,98.5,Male,Units,%,External Reanalysis,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),1996,98.3,Male,Units,%,External Reanalysis,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),2001,97.4,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),2006,96.3,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),2018,96.3,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),2019,99.1,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),2020,99.2,Male,Units,%,Reanalysed,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),1987,98.3,Total,Units,%,External Reanalysis,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),1996,98.1,Total,Units,%,External Reanalysis,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),2001,97.4,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),2006,96.9,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),2010,98.4,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),2015,95.7,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),2018,96.7,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),2019,99.1,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Mali,ML,MLI,466,Ever breastfed (0-23 months),2020,99.2,Total,Units,%,Reanalysed,,Middle of fieldwork,Total
Marshall Islands,MH,MHL,584,Ever breastfed (0-23 months),2017,86.0,Female,Units,%,Reported,,Middle of fieldwork,Total
Marshall Islands,MH,MHL,584,Ever breastfed (0-23 months),2017,88.6,Male,Units,%,Reported,,Middle of fieldwork,Total
Marshall Islands,MH,MHL,584,Ever breastfed (0-23 months),2007,94.5,Total,Units,%,Reported,,Middle of fieldwork,Total
