country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
China,CN,CHN,156,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,99,Total,Units,%,Estimated value,,,12 to 23 months old
China,CN,CHN,156,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,99,Total,Units,%,Estimated value,,,12 to 23 months old
China,CN,CHN,156,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,99,Total,Units,%,Estimated value,,,12 to 23 months old
China,CN,CHN,156,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,99,Total,Units,%,Estimated value,,,12 to 23 months old
China,CN,CHN,156,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,99,Total,Units,%,Estimated value,,,12 to 23 months old
China,CN,CHN,156,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,97,Total,Units,%,Estimated value,,,12 to 23 months old
China,CN,CHN,156,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,97,Total,Units,%,Estimated value,,,12 to 23 months old
Colombia,CO,COL,170,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,92,Total,Units,%,Estimated value,,,12 to 23 months old
Colombia,CO,COL,170,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,91,Total,Units,%,Estimated value,,,12 to 23 months old
Colombia,CO,COL,170,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,92,Total,Units,%,Estimated value,,,12 to 23 months old
Colombia,CO,COL,170,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,93,Total,Units,%,Estimated value,,,12 to 23 months old
Colombia,CO,COL,170,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,95,Total,Units,%,Estimated value,,,12 to 23 months old
Colombia,CO,COL,170,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,92,Total,Units,%,Estimated value,,,12 to 23 months old
Colombia,CO,COL,170,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,90,Total,Units,%,Estimated value,,,12 to 23 months old
Colombia,CO,COL,170,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,89,Total,Units,%,Estimated value,,,12 to 23 months old
Colombia,CO,COL,170,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,90,Total,Units,%,Estimated value,,,12 to 23 months old
Colombia,CO,COL,170,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,88,Total,Units,%,Estimated value,,,12 to 23 months old
Comoros,KM,COM,174,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,78,Total,Units,%,Estimated value,,,12 to 23 months old
Comoros,KM,COM,174,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,76,Total,Units,%,Estimated value,,,12 to 23 months old
Comoros,KM,COM,174,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,45,Total,Units,%,Estimated value,,,12 to 23 months old
Comoros,KM,COM,174,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,70,Total,Units,%,Estimated value,,,12 to 23 months old
Comoros,KM,COM,174,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,72,Total,Units,%,Estimated value,,,12 to 23 months old
Comoros,KM,COM,174,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,75,Total,Units,%,Estimated value,,,12 to 23 months old
Comoros,KM,COM,174,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,72,Total,Units,%,Estimated value,,,12 to 23 months old
Comoros,KM,COM,174,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,76,Total,Units,%,Estimated value,,,12 to 23 months old
Comoros,KM,COM,174,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,75,Total,Units,%,Estimated value,,,12 to 23 months old
Comoros,KM,COM,174,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,75,Total,Units,%,Estimated value,,,12 to 23 months old
Congo,CG,COG,178,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,33,Total,Units,%,Estimated value,,,12 to 23 months old
Congo,CG,COG,178,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,28,Total,Units,%,Estimated value,,,12 to 23 months old
Congo,CG,COG,178,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,68,Total,Units,%,Estimated value,,,12 to 23 months old
Congo,CG,COG,178,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,77,Total,Units,%,Estimated value,,,12 to 23 months old
Congo,CG,COG,178,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,71,Total,Units,%,Estimated value,,,12 to 23 months old
Congo,CG,COG,178,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,74,Total,Units,%,Estimated value,,,12 to 23 months old
Congo,CG,COG,178,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,74,Total,Units,%,Estimated value,,,12 to 23 months old
Congo,CG,COG,178,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,74,Total,Units,%,Estimated value,,,12 to 23 months old
Congo,CG,COG,178,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,74,Total,Units,%,Estimated value,,,12 to 23 months old
Cook Islands,CK,COK,184,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cook Islands,CK,COK,184,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cook Islands,CK,COK,184,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cook Islands,CK,COK,184,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cook Islands,CK,COK,184,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,98,Total,Units,%,Estimated value,,,12 to 23 months old
Cook Islands,CK,COK,184,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,89,Total,Units,%,Estimated value,,,12 to 23 months old
Cook Islands,CK,COK,184,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,81,Total,Units,%,Estimated value,,,12 to 23 months old
Cook Islands,CK,COK,184,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,72,Total,Units,%,Estimated value,,,12 to 23 months old
Cook Islands,CK,COK,184,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,86,Total,Units,%,Estimated value,,,12 to 23 months old
Cook Islands,CK,COK,184,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,75,Total,Units,%,Estimated value,,,12 to 23 months old
Costa Rica,CR,CRI,188,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,93,Total,Units,%,Estimated value,,,12 to 23 months old
Costa Rica,CR,CRI,188,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,96,Total,Units,%,Estimated value,,,12 to 23 months old
Costa Rica,CR,CRI,188,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,99,Total,Units,%,Estimated value,,,12 to 23 months old
Costa Rica,CR,CRI,188,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,95,Total,Units,%,Estimated value,,,12 to 23 months old
Costa Rica,CR,CRI,188,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,96,Total,Units,%,Estimated value,,,12 to 23 months old
Costa Rica,CR,CRI,188,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,99,Total,Units,%,Estimated value,,,12 to 23 months old
Costa Rica,CR,CRI,188,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,93,Total,Units,%,Estimated value,,,12 to 23 months old
Costa Rica,CR,CRI,188,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,95,Total,Units,%,Estimated value,,,12 to 23 months old
Costa Rica,CR,CRI,188,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,99,Total,Units,%,Estimated value,,,12 to 23 months old
Costa Rica,CR,CRI,188,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,98,Total,Units,%,Estimated value,,,12 to 23 months old
Croatia,HR,HRV,191,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,98,Total,Units,%,Estimated value,,,12 to 23 months old
Croatia,HR,HRV,191,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,98,Total,Units,%,Estimated value,,,12 to 23 months old
Croatia,HR,HRV,191,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,98,Total,Units,%,Estimated value,,,12 to 23 months old
Croatia,HR,HRV,191,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,98,Total,Units,%,Estimated value,,,12 to 23 months old
Croatia,HR,HRV,191,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,98,Total,Units,%,Estimated value,,,12 to 23 months old
Croatia,HR,HRV,191,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,98,Total,Units,%,Estimated value,,,12 to 23 months old
Croatia,HR,HRV,191,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,98,Total,Units,%,Estimated value,,,12 to 23 months old
Croatia,HR,HRV,191,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,98,Total,Units,%,Estimated value,,,12 to 23 months old
Croatia,HR,HRV,191,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,98,Total,Units,%,Estimated value,,,12 to 23 months old
Croatia,HR,HRV,191,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,98,Total,Units,%,Estimated value,,,12 to 23 months old
Cuba,CU,CUB,192,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cuba,CU,CUB,192,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cuba,CU,CUB,192,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cuba,CU,CUB,192,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cuba,CU,CUB,192,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cuba,CU,CUB,192,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cuba,CU,CUB,192,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cuba,CU,CUB,192,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cuba,CU,CUB,192,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cyprus,CY,CYP,196,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cyprus,CY,CYP,196,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cyprus,CY,CYP,196,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cyprus,CY,CYP,196,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cyprus,CY,CYP,196,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cyprus,CY,CYP,196,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cyprus,CY,CYP,196,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cyprus,CY,CYP,196,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cyprus,CY,CYP,196,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,99,Total,Units,%,Estimated value,,,12 to 23 months old
Cyprus,CY,CYP,196,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,99,Total,Units,%,Estimated value,,,12 to 23 months old
Czech Republic,CZ,CZE,203,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,99,Total,Units,%,Estimated value,,,12 to 23 months old
Czech Republic,CZ,CZE,203,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,99,Total,Units,%,Estimated value,,,12 to 23 months old
Czech Republic,CZ,CZE,203,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,99,Total,Units,%,Estimated value,,,12 to 23 months old
Czech Republic,CZ,CZE,203,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,99,Total,Units,%,Estimated value,,,12 to 23 months old
Czech Republic,CZ,CZE,203,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,99,Total,Units,%,Estimated value,,,12 to 23 months old
Czech Republic,CZ,CZE,203,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,99,Total,Units,%,Estimated value,,,12 to 23 months old
Czech Republic,CZ,CZE,203,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,99,Total,Units,%,Estimated value,,,12 to 23 months old
Czech Republic,CZ,CZE,203,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,99,Total,Units,%,Estimated value,,,12 to 23 months old
Czech Republic,CZ,CZE,203,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,96,Total,Units,%,Estimated value,,,12 to 23 months old
Czech Republic,CZ,CZE,203,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,97,Total,Units,%,Estimated value,,,12 to 23 months old
Ivory Coast,CI,CIV,384,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,19,Total,Units,%,Estimated value,,,12 to 23 months old
Ivory Coast,CI,CIV,384,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,43,Total,Units,%,Estimated value,,,12 to 23 months old
Ivory Coast,CI,CIV,384,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,1,Total,Units,%,Estimated value,,,12 to 23 months old
Ivory Coast,CI,CIV,384,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,62,Total,Units,%,Estimated value,,,12 to 23 months old
Ivory Coast,CI,CIV,384,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,72,Total,Units,%,Estimated value,,,12 to 23 months old
Ivory Coast,CI,CIV,384,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,71,Total,Units,%,Estimated value,,,12 to 23 months old
Ivory Coast,CI,CIV,384,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,73,Total,Units,%,Estimated value,,,12 to 23 months old
Ivory Coast,CI,CIV,384,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,73,Total,Units,%,Estimated value,,,12 to 23 months old
Ivory Coast,CI,CIV,384,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,83,Total,Units,%,Estimated value,,,12 to 23 months old
Ivory Coast,CI,CIV,384,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,81,Total,Units,%,Estimated value,,,12 to 23 months old
"Korea, Democratic People's Republic of",KP,PRK,408,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,81,Total,Units,%,Estimated value,,,12 to 23 months old
"Korea, Democratic People's Republic of",KP,PRK,408,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,52,Total,Units,%,Estimated value,,,12 to 23 months old
"Korea, Democratic People's Republic of",KP,PRK,408,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,0,Total,Units,%,Estimated value,,,12 to 23 months old
"Korea, Democratic People's Republic of",KP,PRK,408,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,65,Total,Units,%,Estimated value,,,12 to 23 months old
"Korea, Democratic People's Republic of",KP,PRK,408,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,98,Total,Units,%,Estimated value,,,12 to 23 months old
"Korea, Democratic People's Republic of",KP,PRK,408,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,98,Total,Units,%,Estimated value,,,12 to 23 months old
"Korea, Democratic People's Republic of",KP,PRK,408,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,99,Total,Units,%,Estimated value,,,12 to 23 months old
"Korea, Democratic People's Republic of",KP,PRK,408,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,99,Total,Units,%,Estimated value,,,12 to 23 months old
"Korea, Democratic People's Republic of",KP,PRK,408,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,99,Total,Units,%,Estimated value,,,12 to 23 months old
"Korea, Democratic People's Republic of",KP,PRK,408,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,50,Total,Units,%,Estimated value,,,12 to 23 months old
"Congo, the Democratic Republic of the",CD,COD,180,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,38,Total,Units,%,Estimated value,,,12 to 23 months old
"Congo, the Democratic Republic of the",CD,COD,180,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,54,Total,Units,%,Estimated value,,,12 to 23 months old
"Congo, the Democratic Republic of the",CD,COD,180,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,64,Total,Units,%,Estimated value,,,12 to 23 months old
"Congo, the Democratic Republic of the",CD,COD,180,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,67,Total,Units,%,Estimated value,,,12 to 23 months old
"Congo, the Democratic Republic of the",CD,COD,180,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,76,Total,Units,%,Estimated value,,,12 to 23 months old
"Congo, the Democratic Republic of the",CD,COD,180,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,74,Total,Units,%,Estimated value,,,12 to 23 months old
"Congo, the Democratic Republic of the",CD,COD,180,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,68,Total,Units,%,Estimated value,,,12 to 23 months old
"Congo, the Democratic Republic of the",CD,COD,180,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,68,Total,Units,%,Estimated value,,,12 to 23 months old
"Congo, the Democratic Republic of the",CD,COD,180,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,66,Total,Units,%,Estimated value,,,12 to 23 months old
"Congo, the Democratic Republic of the",CD,COD,180,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,69,Total,Units,%,Estimated value,,,12 to 23 months old
Denmark,DK,DNK,208,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,96,Total,Units,%,Estimated value,,,12 to 23 months old
Denmark,DK,DNK,208,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,97,Total,Units,%,Estimated value,,,12 to 23 months old
Denmark,DK,DNK,208,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,99,Total,Units,%,Estimated value,,,12 to 23 months old
Denmark,DK,DNK,208,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,97,Total,Units,%,Estimated value,,,12 to 23 months old
Denmark,DK,DNK,208,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,97,Total,Units,%,Estimated value,,,12 to 23 months old
Denmark,DK,DNK,208,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,97,Total,Units,%,Estimated value,,,12 to 23 months old
Denmark,DK,DNK,208,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,98,Total,Units,%,Estimated value,,,12 to 23 months old
Denmark,DK,DNK,208,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,97,Total,Units,%,Estimated value,,,12 to 23 months old
Denmark,DK,DNK,208,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,98,Total,Units,%,Estimated value,,,12 to 23 months old
Denmark,DK,DNK,208,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,97,Total,Units,%,Estimated value,,,12 to 23 months old
Djibouti,DJ,DJI,262,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,46,Total,Units,%,Estimated value,,,12 to 23 months old
Djibouti,DJ,DJI,262,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,46,Total,Units,%,Estimated value,,,12 to 23 months old
Djibouti,DJ,DJI,262,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,44,Total,Units,%,Estimated value,,,12 to 23 months old
Djibouti,DJ,DJI,262,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,85,Total,Units,%,Estimated value,,,12 to 23 months old
Djibouti,DJ,DJI,262,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,70,Total,Units,%,Estimated value,,,12 to 23 months old
Djibouti,DJ,DJI,262,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,59,Total,Units,%,Estimated value,,,12 to 23 months old
Djibouti,DJ,DJI,262,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,59,Total,Units,%,Estimated value,,,12 to 23 months old
Djibouti,DJ,DJI,262,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,72,Total,Units,%,Estimated value,,,12 to 23 months old
Djibouti,DJ,DJI,262,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,82,Total,Units,%,Estimated value,,,12 to 23 months old
Dominica,DM,DMA,212,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,36,Total,Units,%,Estimated value,,,12 to 23 months old
Dominica,DM,DMA,212,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,99,Total,Units,%,Estimated value,,,12 to 23 months old
Dominica,DM,DMA,212,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,98,Total,Units,%,Estimated value,,,12 to 23 months old
Dominica,DM,DMA,212,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,99,Total,Units,%,Estimated value,,,12 to 23 months old
Dominica,DM,DMA,212,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,99,Total,Units,%,Estimated value,,,12 to 23 months old
Dominica,DM,DMA,212,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,99,Total,Units,%,Estimated value,,,12 to 23 months old
Dominica,DM,DMA,212,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,95,Total,Units,%,Estimated value,,,12 to 23 months old
Dominica,DM,DMA,212,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,96,Total,Units,%,Estimated value,,,12 to 23 months old
Dominica,DM,DMA,212,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,99,Total,Units,%,Estimated value,,,12 to 23 months old
Dominica,DM,DMA,212,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,96,Total,Units,%,Estimated value,,,12 to 23 months old
Dominican Republic,DO,DOM,214,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,6,Total,Units,%,Estimated value,,,12 to 23 months old
Dominican Republic,DO,DOM,214,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,96,Total,Units,%,Estimated value,,,12 to 23 months old
Dominican Republic,DO,DOM,214,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,98,Total,Units,%,Estimated value,,,12 to 23 months old
Dominican Republic,DO,DOM,214,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,97,Total,Units,%,Estimated value,,,12 to 23 months old
Dominican Republic,DO,DOM,214,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,95,Total,Units,%,Estimated value,,,12 to 23 months old
Dominican Republic,DO,DOM,214,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,85,Total,Units,%,Estimated value,,,12 to 23 months old
Dominican Republic,DO,DOM,214,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,98,Total,Units,%,Estimated value,,,12 to 23 months old
Dominican Republic,DO,DOM,214,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,98,Total,Units,%,Estimated value,,,12 to 23 months old
Dominican Republic,DO,DOM,214,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,96,Total,Units,%,Estimated value,,,12 to 23 months old
Dominican Republic,DO,DOM,214,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,98,Total,Units,%,Estimated value,,,12 to 23 months old
Ecuador,EC,ECU,218,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2015,3,Total,Units,%,Estimated value,,,12 to 23 months old
Ecuador,EC,ECU,218,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,79,Total,Units,%,Estimated value,,,12 to 23 months old
Ecuador,EC,ECU,218,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2017,83,Total,Units,%,Estimated value,,,12 to 23 months old
Ecuador,EC,ECU,218,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2018,86,Total,Units,%,Estimated value,,,12 to 23 months old
Ecuador,EC,ECU,218,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,85,Total,Units,%,Estimated value,,,12 to 23 months old
Ecuador,EC,ECU,218,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,80,Total,Units,%,Estimated value,,,12 to 23 months old
Ecuador,EC,ECU,218,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,71,Total,Units,%,Estimated value,,,12 to 23 months old
Ecuador,EC,ECU,218,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,75,Total,Units,%,Estimated value,,,12 to 23 months old
Ecuador,EC,ECU,218,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,75,Total,Units,%,Estimated value,,,12 to 23 months old
Ecuador,EC,ECU,218,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,75,Total,Units,%,Estimated value,,,12 to 23 months old
Egypt,EG,EGY,818,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2019,96,Total,Units,%,Estimated value,,,12 to 23 months old
Egypt,EG,EGY,818,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2020,95,Total,Units,%,Estimated value,,,12 to 23 months old
Egypt,EG,EGY,818,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2021,97,Total,Units,%,Estimated value,,,12 to 23 months old
Egypt,EG,EGY,818,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2022,97,Total,Units,%,Estimated value,,,12 to 23 months old
Egypt,EG,EGY,818,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2023,98,Total,Units,%,Estimated value,,,12 to 23 months old
Egypt,EG,EGY,818,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2024,99,Total,Units,%,Estimated value,,,12 to 23 months old
El Salvador,SV,SLV,222,Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine,2016,99,Total,Units,%,Estimated value,,,12 to 23 months old
